     5
     4
  1   4.553   1.336   1.645    .140
  2  -3.818  -1.091  -1.366    .140
  3 -42.153 -12.700 -15.400   -.106
  4  41.831  12.605  15.341    .106
     6
  1   -.166   -.464    .835    .140
  2    .485  -2.600    .371    .140
  3   -.263   1.328   -.217    .140
  4   -.073    .374   -.054    .140
  5   8.115 -44.388   6.917    .106
  6  -8.042  44.014  -6.982   -.106
     8
  1   -.343  -1.725   1.948    .140
  2    .379   1.764  -1.915    .140
  3   -.305   -.209  -1.306    .140
  4    .169   -.406    .933    .140
  5   -.097   -.483    .519    .140
  6    .045    .212   -.232    .140
  7  -6.800 -31.467  34.287   -.106
  8   6.690  30.994 -33.791    .106
     6
  1    .935    .663   3.452    .140
  2   -.880   -.518  -2.961    .140
  3   -.537   1.542   -.430    .140
  4   -.169  -1.091   -.331    .140
  5    .131    .084    .459    .140
  6   -.120   -.076   -.410    .140
     6
  1  -1.209   -.291  -2.969    .140
  2    .689    .204   1.731    .140
  3   -.167    .153   -.592    .140
  4    .137   -.088    .370    .140
  5    .176    .034    .434    .140
  6   -.166   -.037   -.400    .140
     5
  1   1.784   -.746   6.500    .140
  2  -1.172    .410  -4.010    .140
  3    .404   1.085   -.110    .140
  4   -.130    .048   -.454    .140
  5    .122   -.046    .426    .140
     6
  1   1.901    .998  -3.687    .140
  2   3.369   1.869  -6.863    .000
  3  -1.163   -.581   2.244    .140
  4    .573    .291  -1.115    .140
  5    .201    .038   -.724    .140
  6   -.215   -.108    .422    .140
     5
  1  -2.528   3.451  -1.458    .140
  2   2.111  -2.898   1.222    .140
  3    .133   -.024   -.422    .140
  4 -25.599  34.926 -14.207    .106
  5  25.191 -34.417  14.030   -.106
     8
  1   3.085   3.620   1.815    .140
  2  -1.499  -1.729   -.765    .140
  3    .401    .391    .061    .000
  4    .097   -.093    .689    .140
  5    .183   -.035   -.655    .140
  6   -.255   -.299   -.117    .140
  7 -28.014 -32.685 -14.453    .106
  8  27.783  32.515  14.807   -.106
     6
  1   2.782  -1.893   1.893    .140
  2   -.666   -.252   1.034    .140
  3  -2.196   1.514  -1.502    .140
  4   -.254    .174   -.172    .140
  5  33.853 -23.378  22.534   -.106
  6 -33.266  22.974 -22.425    .106
     7
  1   -.850    .070  -1.003    .140
  2    .834   4.218   1.665    .140
  3   -.582  -2.926  -1.301    .140
  4    .126    .136   -.562    .140
  5   -.070   -.358   -.157    .140
  6  -8.725 -42.047 -18.060   -.106
  7   8.516  41.023  17.418    .106
     6
  1   2.991   1.802  -3.504    .140
  2  -1.597   -.942   1.881    .140
  3    .342    .196   -.397    .140
  4    .076    .030    .168    .140
  5 -28.277 -16.599  32.659   -.106
  6  22.851  13.420 -26.570    .106
     5
  1   3.838    .761   2.572    .140
  2  -3.310   -.651  -2.193    .140
  3   -.370   -.449   -.539    .140
  4 -38.474  -7.583 -24.981   -.106
  5  37.246   7.345  24.195    .106
     4
  1    .853  -1.922  -2.325    .140
  2   -.873   1.890   2.222    .140
  3    .115   -.249   -.293    .140
  4  11.326 -24.945 -29.669   -.106
     6
  1  -3.174   2.885   1.023    .140
  2   1.345  -1.240   -.462    .140
  3   -.343   1.185    .321    .140
  4    .264   -.243   -.093    .140
  5 -33.851  30.582  11.367   -.106
  6  33.031 -29.834 -10.963    .106
     5
  1    .560   2.285  -2.495    .140
  2   -.567  -2.374   2.604    .140
  3    .074    .314   -.343    .140
  4  -7.894 -33.729  36.698   -.106
  5   6.422  27.474 -29.955    .106
     6
  1   8.418  -3.877  -2.698    .140
  2  -2.392   1.100    .692    .140
  3   -.382    .253   2.004    .140
  4   -.199    .110    .084    .140
  5 -40.096  18.627  12.426    .106
  6  35.505 -16.530 -10.864   -.106
     4
  1   3.303  -2.590    .304    .140
  2  -3.201   2.478   -.305    .140
  3 -35.642  27.402  -3.158    .106
  4  35.354 -27.211   3.486   -.106
     7
  1    .272  -3.408   3.268    .140
  2   -.165   2.314  -2.262    .140
  3   -.272   -.291   1.057    .140
  4    .181    .119   -.558    .140
  5   -.023    .295   -.282    .140
  6  -2.912  33.566 -32.853    .106
  7   2.922 -33.615  32.725   -.106
     7
  1   4.961  -2.952   1.172    .140
  2  -1.761   1.163   -.349    .140
  3   -.662  -1.200   -.598    .140
  4   -.338    .207   -.071    .140
  5   -.112   -.034    .271    .140
  6  37.508 -23.587   8.950   -.106
  7 -36.856  23.245  -7.584    .106
     6
  1  -2.909   3.469   3.214    .140
  2   1.374  -1.585  -1.496    .140
  3    .250   -.170    .685    .140
  4    .232   -.270   -.250    .140
  5  24.551 -29.266 -26.838   -.106
  6 -24.259  28.916  26.668    .106
     5
  1   1.026   2.048   2.547    .140
  2   -.786  -1.575  -2.032    .140
  3    .082   -.119    .358    .140
  4 -12.504 -25.726 -32.924    .106
  5  12.042  24.785  30.804   -.106
     6
  1  -4.680   -.390  -3.044    .000
  2  -5.436  -1.001  -3.443    .140
  3   4.663    .934   2.892    .140
  4    .094    .193   -.606    .140
  5  37.948   7.416  23.098   -.106
  6 -32.428  -6.868 -19.409    .106
     4
  1   9.965  -6.526  -6.744    .140
  2  -2.714   1.808   1.835    .140
  3 -33.805  22.796  22.930    .106
  4  27.910 -18.915 -18.801   -.106
     5
  1  -1.312   4.044    .256    .140
  2    .949  -2.880   -.140    .140
  3    .118   -.364   -.023    .140
  4 -13.965  44.530   2.481    .106
  5  13.715 -43.743  -1.997   -.106
     3
  1  -1.717   -.651   2.261    .140
  2   1.689    .641  -2.238    .140
  3  26.999   9.603 -36.207    .106
     5
  1  -1.077   -.760  -3.245    .140
  2    .630    .429   1.883    .140
  3   -.207   -.160   -.647    .140
  4    .127    .097    .388    .140
  5   -.099   -.095   -.282    .140
     7
  1  -2.937   -.946  -1.883    .140
  2   2.869   1.067   1.808    .140
  3    .180    .121    .721    .140
  4   -.365   -.135   -.237    .140
  5    .304    .110    .164    .140
  6 -36.794 -13.025 -23.482    .106
  7  36.636  12.964  22.833   -.106
     4
  1 -23.609  23.871   1.973    .140
  2    .955  -1.014   -.078    .140
  3    .401    .633    .250    .140
  4    .356   -.360   -.031    .140
     5
  1   1.743   -.270  -2.105    .140
  2  -1.395    .218   1.726    .140
  3   -.080    .163    .465    .140
  4  36.807  -5.176 -44.761    .106
  5 -27.479   5.457  33.716   -.106
     3
  1    .147   -.592   1.539    .140
  2    .069   -.162    .476    .140
  3   -.058    .137   -.406    .140
     5
  1   -.440  -2.369  -1.181    .140
  2    .400   2.420   1.270    .140
  3   -.081   -.443   -.235    .140
  4   7.282  41.141  21.456   -.106
  5  -7.028 -39.653 -20.044    .106
     5
  1  -1.499   1.615   2.866    .140
  2   1.506  -1.654  -2.801    .140
  3    .901    .718    .653    .140
  4 -22.777  24.765  43.451   -.106
  5  17.539 -19.105 -32.031    .106
     4
  1  -2.764  -1.313   -.394    .140
  2   2.755   1.275    .415    .140
  3 -39.291 -18.207  -8.239   -.106
  4  37.910  17.759   5.852    .106
     7
  1  -1.772   3.126   3.678    .140
  2   1.058  -1.887  -2.227    .140
  3   -.079    .636   1.082    .140
  4    .155    .369  -1.142    .140
  5    .122   -.217   -.252    .140
  6  19.576 -34.243 -40.263   -.106
  7 -14.556  25.398  30.383    .106
     6
  1   2.372  -2.052   3.148    .140
  2  -1.696   1.442  -2.177    .140
  3    .487   -.017    .421    .000
  4   -.196    .167   -.247    .140
  5  24.526 -21.651  32.267   -.106
  6 -24.300  20.995 -31.407    .106
     6
  1  -2.761  -1.608  -4.693    .140
  2   1.544    .865   2.504    .140
  3  -1.306   -.549  -1.945    .000
  4    .261    .147    .429    .140
  5   -.238   -.145   -.403    .140
  6   -.032   -.001    .114    .140
     8
  1   2.508   -.619  -2.743    .140
  2  -2.429    .580   2.524    .140
  3   -.291   -.007  -1.838    .140
  4    .753   -.102   -.555    .140
  5    .502    .001   -.372    .140
  6    .396   -.096   -.436    .140
  7  32.301  -7.667 -34.866   -.106
  8 -30.507   7.082  32.291    .106
     6
  1   2.503   -.292    .456    .140
  2  -1.007    .113   -.173    .140
  3    .099   -.070    .453    .140
  4   -.375    .043   -.067    .140
  5  45.698  -5.339   7.889   -.106
  6 -44.620   5.207  -7.938    .106
     5
  1  -2.752  -1.303    .925    .140
  2   1.985    .976   -.637    .140
  3    .403    .191   -.137    .140
  4  40.134  19.096 -13.124   -.106
  5 -39.092 -18.587  12.994    .106
     5
  1   6.409   1.086  -2.472    .140
  2  -3.703   -.630   1.449    .140
  3   -.113   1.605    .062    .140
  4 -42.100  -7.501  16.233   -.106
  5  39.701   7.074 -15.143    .106
     5
  1  -4.332  -2.412  -1.041    .140
  2   1.979   1.113    .509    .140
  3    .193    .128    .721    .140
  4  39.364  21.916   9.792    .106
  5 -39.348 -21.902  -9.694   -.106
     4
  1  -3.293  -1.842  -1.162    .140
  2   3.095   1.727   1.087    .140
  3  39.376  21.460  14.747   -.106
  4 -35.580 -19.397 -13.129    .106
     5
  1   1.114   2.409   -.257    .140
  2  -1.098  -2.391    .263    .140
  3    .190    .414   -.046    .140
  4  19.369  41.167  -4.225    .106
  5 -19.220 -40.859   4.467   -.106
     7
  1    .957    .276  -1.292    .140
  2  -1.868   3.191  -1.174    .140
  3   1.758  -2.859   1.159    .140
  4   -.929   -.221   -.591    .140
  5    .194    .047   -.700    .140
  6 -21.933  37.177 -14.366    .106
  7  21.702 -36.791  14.730   -.106
     5
  1   -.752  -1.986  -2.008    .140
  2    .837   2.262   2.185    .140
  3   -.095   -.257   -.262    .140
  4 -12.044 -31.979 -31.868   -.106
  5   9.804  26.612  25.887    .106
     3
  1    .261    .005   1.287    .000
  2   -.242   -.010  -1.251    .140
  3   -.097   -.003   -.506    .140
     4
  1    .549   1.157   1.799    .140
  2   -.442   -.983  -1.759    .140
  3   -.124   -.268   -.488    .140
  4    .095    .205    .373    .140
     5
  1    .405   -.809   2.191    .140
  2   -.320    .649  -1.755    .140
  3   -.206   -.327  -1.412    .140
  4    .073   -.168    .431    .140
  5   -.062    .138   -.364    .140
     4
  1   1.007   -.923  -1.334    .140
  2   -.189    .187    .269    .140
  3    .184   -.183   -.249    .140
  4  20.142 -19.708 -27.445   -.106
     5
  1  -6.916    .497   2.678    .140
  2   2.753   -.196  -1.024    .140
  3    .425   -.030   -.165    .140
  4  43.760  -3.243 -16.042   -.106
  5 -40.559   3.007  15.299    .106
     6
  1  -1.858   -.179  -3.992    .140
  2   -.494   -.076  -1.040    .140
  3    .294    .046    .614    .140
  4    .669    .047   1.443    .140
  5   -.302   -.041   -.631    .140
  6    .173    .026    .379    .140
     6
  1 -32.989  21.191   6.135    .000
  2  -2.256   2.026    .328    .140
  3    .941   -.628   -.185    .140
  4    .321   -.213   -.067    .140
  5  38.131 -25.360  -7.484    .106
  6  -2.932   2.811    .424   -.106
     4
  1   2.614   -.784   3.204    .140
  2  -2.531    .833  -3.155    .140
  3 -32.893  10.305 -40.460    .106
  4  26.128  -8.180  32.228   -.106
     7
  1   -.067   -.952    .144    .140
  2   -.208    .103    .954    .140
  3   -.313   -.309   -.401    .140
  4   -.245   -.245   -.243    .140
  5    .230    .230    .228    .140
  6 -40.840 -40.420 -39.863    .106
  7  25.969  26.061  25.719   -.106
     8
  1   3.816  -1.447  -3.382    .140
  2    .760    .402  -1.158    .140
  3  -1.907    .702   1.625    .140
  4   -.360   -.238   1.161    .140
  5   -.028   -.083    .540    .140
  6    .280   -.102   -.238    .140
  7  33.406 -12.281 -28.857   -.106
  8 -28.671  10.615  24.572    .106
     5
  1   3.973  -3.034   1.753    .140
  2  -2.139   1.585   -.921    .140
  3   -.275    .216   -.122    .140
  4 -35.400  26.978 -15.446   -.106
  5  33.921 -25.850  14.881    .106
     6
  1   7.985  -1.321   2.312    .140
  2   1.306    .203   1.793    .140
  3  -2.101    .327   -.623    .140
  4   -.400    .063   -.124    .140
  5 -43.243   7.246 -12.904   -.106
  6  39.317  -6.602  11.415    .106
     5
  1  -4.319   1.212    .469    .140
  2   1.625   -.467   -.211    .140
  3    .375   -.107   -.054    .140
  4  43.902 -12.691  -5.340   -.106
  5 -42.964  12.435   5.656    .106
     6
  1   3.927  -2.888   4.411    .140
  2  -2.175   1.574  -2.539    .140
  3   -.335   -.156    .880    .140
  4   -.262    .191   -.293    .140
  5 -27.725  20.471 -31.348    .106
  6  27.948 -20.630  30.825   -.106
     4
  1  -7.812   3.333  -2.071    .000
  2   -.165   -.240    .965    .140
  3    .351   -.145    .099    .140
  4    .047   -.062   -.290    .140
     5
  1   3.882    .621   1.211    .140
  2  -2.287   -.447   -.722    .140
  3   -.294   -.052   -.091    .140
  4 -42.954  -7.689 -13.166   -.106
  5  41.769   7.429  13.345    .106
     6
  1   3.374    .399   -.387    .140
  2  -3.167   -.378    .324    .140
  3    .285    .009   -.863    .140
  4    .432    .045   -.072    .140
  5  46.071   5.686  -4.953    .106
  6 -44.752  -5.524   4.603   -.106
     7
  1  -2.988   4.171    .458    .140
  2   1.574  -2.176   -.190    .140
  3    .244   -.070  -1.150    .000
  4    .333   -.005  -1.320    .140
  5    .217   -.298   -.023    .140
  6 -25.900  36.581   4.148    .106
  7  25.504 -36.333  -2.997   -.106
     6
  1   4.744   -.998   2.833    .140
  2   -.277   -.844  -1.205    .140
  3  -2.141    .458  -1.284    .140
  4   -.256    .056   -.149    .140
  5 -39.609   8.604 -23.539    .106
  6  37.986  -8.242  22.499   -.106
     5
  1   1.410   3.781    .229    .140
  2   -.738  -1.946   -.102    .140
  3   -.134   -.364   -.025    .140
  4  16.351  44.419   2.434    .106
  5 -15.716 -42.694  -2.587   -.106
     6
  1   2.080   -.062   3.269    .140
  2  -1.275    .038  -2.007    .140
  3    .292    .422   1.523    .140
  4    .138   -.133   -.684    .140
  5    .261   -.008    .418    .140
  6   -.214    .008   -.336    .140
     5
  1  -2.149    .893   2.234    .140
  2   -.616   -.021   1.873    .140
  3   -.922   -.065   -.873    .140
  4    .349   -.146   -.362    .140
  5 -29.000  12.707  28.644    .106
     2
  1  -3.418   1.208  -1.366    .140
  2   3.181  -1.169   1.472    .140
     5
  1   -.916  -1.643    .340    .140
  2    .573   1.037   -.200    .140
  3    .226    .406   -.081    .140
  4 -21.620 -40.051   8.024   -.106
  5  20.986  38.887  -7.959    .106
     5
  1   1.566   -.865  -1.998    .140
  2  -2.417   1.321   2.934    .140
  3    .188   -.098   -.226    .140
  4 -24.129  12.861  29.498    .106
  5  22.867 -12.194 -28.108   -.106
     6
  1  -2.846    .335   1.348    .140
  2   2.131   -.324  -1.079    .140
  3  -1.425   -.306  -1.164    .140
  4    .270   -.027   -.141    .140
  5  42.309  -4.154 -21.026   -.106
  6 -41.942   4.110  20.649    .106
     5
  1  -3.035   1.220  -1.559    .140
  2   3.333  -1.532   2.152    .140
  3  -2.248   1.004  -1.340    .140
  4  35.440 -16.793  22.423    .106
  5 -33.455  16.005 -21.172   -.106
     5
  1  -9.806  -5.506   3.414    .140
  2   2.212   1.225   -.808    .140
  3    .354    .200   -.125    .140
  4  38.579  21.823 -14.448   -.106
  5 -32.049 -18.126  11.867    .106
     4
  1  -4.443  -2.498  -2.170    .140
  2   4.200   2.359   2.137    .140
  3  37.494  20.997  18.834    .106
  4 -34.876 -19.513 -17.761   -.106
     6
  1 -24.030   6.746   2.503    .140
  2   4.237  -1.199   -.420    .140
  3   -.800    .304    .302    .140
  4    .398   -.110   -.042    .140
  5  44.074 -11.973  -4.247   -.106
  6 -25.038   6.793   2.229    .106
     4
  1  -1.276    .945  -8.722    .140
  2    .733   -.511   4.886    .140
  3   -.114    .086   -.737    .000
  4    .066   -.046    .420    .140
     5
  1   -.381   -.405  -1.025    .140
  2    .338    .359    .908    .140
  3    .126    .303   1.069    .140
  4   -.223   -.230   -.601    .140
  5    .141    .145    .380    .140
     4
  1   4.625   -.727   1.815    .140
  2  -3.731    .659  -1.550    .140
  3   -.315    .065   2.228    .140
  4  42.997  -6.823  17.428   -.106
     3
  1   -.075    .166    .547    .140
  2    .069   -.141   -.473    .140
  3    .054   -.121   -.398    .140
     5
  1   3.207   -.633   2.616    .140
  2  -2.066    .411  -1.628    .140
  3   -.307    .060   -.235    .140
  4 -36.853   7.205 -29.168   -.106
  5  36.501  -7.149  28.784    .106
     5
  1   3.421  -1.742   2.942    .140
  2  -2.419   1.311  -2.068    .140
  3   -.294    .148   -.246    .140
  4  34.929 -17.896  30.266   -.106
  5 -32.727  16.786 -27.673    .106
     6
  1  -4.262  -6.341  -7.733    .140
  2   1.455   2.184   2.652    .140
  3    .327   -.068   -.941    .140
  4   -.240    .047   -.517    .140
  5  18.524  27.247  32.665    .106
  6 -14.106 -20.739 -25.116   -.106
     5
  1    .918  -3.797   -.356    .140
  2   -.807   3.350    .303    .140
  3    .084   -.348   -.036    .140
  4 -10.988  45.291   3.840   -.106
  5  10.656 -43.878  -3.838    .106
     7
  1    .362   -.121   -.806    .140
  2   -.358   -.116  -1.091    .140
  3   -.422    .147    .967    .140
  4    .390   -.118   -.876    .140
  5   -.307    .098    .682    .140
  6   -.091   -.165   -.699    .140
  7    .249   -.085   -.566    .140
     7
  1   -.004   3.356   2.855    .140
  2   -.680    .026    .861    .140
  3    .072  -2.333  -1.885    .140
  4    .004   -.425   -.341    .000
  5    .327   1.140    .463    .140
  6   -.051    .038   -.184    .140
  7   -.617  34.822  29.126   -.106
     6
  1   3.219   1.223  -2.982    .140
  2  -2.806  -1.062   2.592    .140
  3    .313   -.222  -1.374    .140
  4   -.191   -.038    .580    .140
  5 -32.234 -12.336  29.587    .106
  6  21.494   8.218 -20.252   -.106
     6
  1  -7.969   -.549   -.491    .140
  2   5.042    .402    .303    .140
  3   -.205    .030    .728    .140
  4   -.364   -.030   -.022    .140
  5  44.612   3.186   2.831   -.106
  6 -40.338  -2.894  -2.292    .106
     6
  1   3.309  -1.071   1.349    .140
  2  -2.361    .782  -1.076    .140
  3   -.351    .114   -.158    .140
  4   -.203    .114   -.116    .140
  5  40.783 -13.623  18.174   -.106
  6 -40.722  13.566 -18.027    .106
     4
  1  -2.117   -.515   3.415    .140
  2   1.400    .288  -2.304    .140
